Date,Open,High,Low,Close,Adj Close,Volume
2021-12-02,60.160000,62.939999,60.000000,62.540001,62.540001,6614000
2021-12-03,64.470001,65.989998,62.619999,64.050003,64.050003,9888000
2021-12-06,64.050003,64.050003,59.540001,61.919998,61.919998,8607800
2021-12-07,63.580002,66.790001,63.169998,65.449997,65.449997,8040900
2021-12-08,64.639999,64.800003,63.220001,64.239998,64.239998,5308900
2021-12-09,64.110001,65.250000,62.869999,63.299999,63.299999,5605500
2021-12-10,64.449997,65.449997,63.709999,65.260002,65.260002,5139500
2021-12-13,65.589996,65.910004,62.549999,62.580002,62.580002,5783300
2021-12-14,61.599998,63.130001,61.209999,62.980000,62.980000,4614200
2021-12-15,63.590000,65.419998,61.450001,65.279999,65.279999,7392800
2021-12-16,65.449997,65.879997,59.910000,60.840000,60.840000,9498300
2021-12-17,60.200001,62.560001,59.930000,61.990002,61.990002,8964400
2021-12-20,60.639999,61.389999,59.950001,60.939999,60.939999,5998400
2021-12-21,62.340000,64.900002,62.340000,64.790001,64.790001,9973500
2021-12-22,64.400002,65.550003,63.639999,65.529999,65.529999,3839300
2021-12-23,65.959999,67.269997,65.500000,66.760002,66.760002,7613300
2021-12-27,67.160004,69.839996,67.160004,69.779999,69.779999,6979300
2021-12-28,69.910004,70.269997,68.150002,68.320000,68.320000,4215000
2021-12-29,68.360001,69.440002,68.290001,68.930000,68.930000,2573100
2021-12-30,68.849998,69.129997,67.440002,67.610001,67.610001,2506600
2021-12-31,67.779999,68.660004,67.779999,67.919998,67.919998,2489700
2022-01-03,68.529999,70.330002,67.769997,70.169998,70.169998,7049900
2022-01-04,70.550003,71.260002,67.330002,70.949997,70.949997,7792100
2022-01-05,69.660004,70.599998,66.970001,67.419998,67.419998,7227200
2022-01-06,67.419998,68.559998,65.900002,67.250000,67.250000,5442700
2022-01-07,67.500000,68.480003,64.180000,64.559998,64.559998,6794400
2022-01-10,63.009998,65.209999,61.669998,65.120003,65.120003,6096500
2022-01-11,65.070000,66.180000,64.500000,65.930000,65.930000,4907900
2022-01-12,66.860001,68.019997,65.970001,66.489998,66.489998,5361400
2022-01-13,67.519997,68.199997,64.470001,64.639999,64.639999,6707900
2022-01-14,63.830002,66.269997,63.619999,66.199997,66.199997,5890500
2022-01-18,64.059998,65.099998,62.869999,63.029999,63.029999,6494600
2022-01-19,63.419998,63.610001,58.889999,59.009998,59.009998,8193100
2022-01-20,59.430000,59.779999,55.410000,55.540001,55.540001,8818800
2022-01-21,55.200001,57.580002,54.599998,54.730000,54.730000,8791100
2022-01-24,53.150002,55.470001,51.020000,55.340000,55.340000,10170400
2022-01-25,53.270000,55.419998,52.970001,53.320000,53.320000,8274200
2022-01-26,56.060001,58.619999,54.740002,55.759998,55.759998,11956500
2022-01-27,56.400002,58.000000,53.060001,53.669998,53.669998,8619100
2022-01-28,53.119999,54.220001,51.259998,53.759998,53.759998,9879600
2022-01-31,54.970001,59.020000,54.599998,59.000000,59.000000,9784500
2022-02-01,59.330002,59.740002,57.750000,59.650002,59.650002,5488600
2022-02-02,60.599998,61.330002,59.200001,61.080002,61.080002,7742600
2022-02-03,58.759998,59.560001,56.150002,56.209999,56.209999,7940100
2022-02-04,56.430000,57.900002,55.250000,57.419998,57.419998,10144000
2022-02-07,59.880001,64.220001,59.310001,62.259998,62.259998,20500400
2022-02-08,62.130001,66.660004,61.619999,65.970001,65.970001,11581700
2022-02-09,66.269997,67.129997,64.629997,67.080002,67.080002,9830500
2022-02-10,65.599998,67.010002,62.970001,63.419998,63.419998,9463400
2022-02-11,63.430000,63.720001,58.310001,58.970001,58.970001,12377900
2022-02-14,59.299999,60.700001,57.860001,58.660000,58.660000,6847600
2022-02-15,59.889999,62.330002,59.889999,62.240002,62.240002,6386200
2022-02-16,61.369999,63.799999,60.860001,63.110001,63.110001,4197500
2022-02-17,61.790001,61.990002,59.980000,60.189999,60.189999,6399800
2022-02-18,60.360001,61.259998,59.209999,60.200001,60.200001,4596000
2022-02-22,58.810001,60.880001,57.349998,58.439999,58.439999,7242700
2022-02-23,59.480000,61.130001,57.549999,57.750000,57.750000,6119200
2022-02-24,54.880001,61.290001,54.470001,61.080002,61.080002,7450300
2022-02-25,61.000000,63.560001,60.029999,63.500000,63.500000,6917500
2022-02-28,61.820000,63.119999,61.029999,62.610001,62.610001,6777000
2022-03-01,62.509998,63.419998,58.910000,59.650002,59.650002,7336900
2022-03-02,60.549999,63.330002,60.330002,62.869999,62.869999,6254200
2022-03-03,62.290001,63.299999,61.169998,61.509998,61.509998,5651900
2022-03-04,60.180000,61.009998,57.270000,58.330002,58.330002,6569300
2022-03-07,58.099998,58.889999,53.500000,53.520000,53.520000,10019300
2022-03-08,54.259998,58.430000,53.009998,55.790001,55.790001,7527100
2022-03-09,58.380001,58.939999,57.139999,58.430000,58.430000,5593500
2022-03-10,57.070000,58.000000,56.000000,57.630001,57.630001,2999100
2022-03-11,58.389999,58.700001,55.810001,55.889999,55.889999,4233200
2022-03-14,55.400002,56.220001,53.279999,53.910000,53.910000,6042900
2022-03-15,53.619999,56.820000,53.150002,56.660000,56.660000,5979400
2022-03-16,57.770000,60.660000,57.310001,60.110001,60.110001,6352400
2022-03-17,59.310001,60.790001,58.500000,60.759998,60.759998,4880600
2022-03-18,60.020000,62.360001,59.709999,61.930000,61.930000,10766100
2022-03-21,61.130001,62.720001,60.660000,61.930000,61.930000,4694300
2022-03-22,61.680000,63.310001,60.930000,62.180000,62.180000,5471700
2022-03-23,61.900002,62.250000,60.080002,60.389999,60.389999,4109000
2022-03-24,61.189999,63.770000,60.439999,63.580002,63.580002,7553400
2022-03-25,63.599998,63.950001,61.730000,63.810001,63.810001,6187700
2022-03-28,63.669998,65.400002,62.959999,65.320000,65.320000,6483000
2022-03-29,67.150002,68.699997,65.720001,67.360001,67.360001,7137200
2022-03-30,67.180000,67.180000,64.050003,64.430000,64.430000,5658300
2022-03-31,64.389999,65.379997,62.529999,62.610001,62.610001,6176400
2022-04-01,63.169998,63.310001,58.509998,59.630001,59.630001,7009300
2022-04-04,60.029999,60.700001,58.630001,59.590000,59.590000,7772800
2022-04-05,59.000000,59.250000,55.570000,55.700001,55.700001,9531600
2022-04-06,54.529999,54.980000,53.009998,53.700001,53.700001,8652700
2022-04-07,54.070000,55.150002,52.700001,54.090000,54.090000,5857200
2022-04-08,53.439999,54.000000,52.150002,52.730000,52.730000,5967100
2022-04-11,51.779999,53.980000,51.549999,52.330002,52.330002,6789200
2022-04-12,54.000000,55.040001,52.810001,53.139999,53.139999,6967200
2022-04-13,53.450001,54.860001,52.799999,54.250000,54.250000,4001200
2022-04-14,54.330002,54.520000,53.240002,53.259998,53.259998,3942600
2022-04-18,52.959999,55.430000,52.830002,54.570000,54.570000,4539000
2022-04-19,54.869999,56.450001,54.580002,56.380001,56.380001,4454100
2022-04-20,57.049999,57.700001,55.330002,55.400002,55.400002,4904400
2022-04-21,56.459999,57.470001,52.849998,53.259998,53.259998,6366000
2022-04-22,53.200001,53.630001,51.560001,51.779999,51.779999,5455800
2022-04-25,51.450001,53.529999,51.070000,53.480000,53.480000,4328600
2022-04-26,52.860001,53.270000,51.299999,51.360001,51.360001,4327900
2022-04-27,50.840000,52.820000,50.599998,51.209999,51.209999,4782400
2022-04-28,52.500000,54.990002,51.599998,54.480000,54.480000,6440900
2022-04-29,53.610001,55.230000,51.970001,52.110001,52.110001,6886300
2022-05-02,53.869999,55.799999,52.250000,55.619999,55.619999,11364100
2022-05-03,55.619999,57.279999,54.919998,56.509998,56.509998,6933300
2022-05-04,57.000000,58.930000,54.810001,58.919998,58.919998,6496400
2022-05-05,57.799999,57.910000,54.349998,55.230000,55.230000,8606300
2022-05-06,55.250000,56.040001,53.040001,55.130001,55.130001,5843500
2022-05-09,53.549999,54.599998,50.570000,50.820000,50.820000,7720500
2022-05-10,52.099998,54.919998,51.410000,53.869999,53.869999,10675600
2022-05-11,52.869999,55.349998,51.639999,51.770000,51.770000,6716200
2022-05-12,52.000000,53.450001,50.939999,52.980000,52.980000,5759800
2022-05-13,54.349998,56.619999,54.099998,56.180000,56.180000,6291200
2022-05-16,55.189999,56.209999,54.669998,55.150002,55.150002,3798000
2022-05-17,56.680000,58.669998,56.580002,58.500000,58.500000,5976600
2022-05-18,57.320000,59.070000,55.330002,55.830002,55.830002,6296700
2022-05-19,55.200001,57.330002,54.970001,56.070000,56.070000,4941900
2022-05-20,57.540001,57.650002,53.849998,56.459999,56.459999,6272100
2022-05-23,56.360001,56.880001,54.520000,55.889999,55.889999,4018700
2022-05-24,54.779999,55.320000,53.560001,54.500000,54.500000,4998800
2022-05-25,53.840000,56.910000,53.770000,56.240002,56.240002,4124900
2022-05-26,55.650002,59.540001,55.500000,59.330002,59.330002,5348700
2022-05-27,59.910000,61.169998,59.849998,61.139999,61.139999,6779200
2022-05-31,60.970001,61.840000,59.430000,60.680000,60.680000,7175000
2022-06-01,61.230000,61.700001,58.290001,59.270000,59.270000,5488400
2022-06-02,59.009998,63.849998,58.900002,63.590000,63.590000,9046100
2022-06-03,61.939999,63.139999,60.910000,62.939999,62.939999,7173300
2022-06-06,67.160004,67.190002,64.080002,66.010002,66.010002,21894800
2022-06-07,65.000000,65.779999,64.410004,65.480003,65.480003,8354900
2022-06-08,64.949997,65.779999,63.639999,63.810001,63.810001,8190800
2022-06-09,63.150002,64.809998,62.610001,62.660000,62.660000,9903200
2022-06-10,60.349998,62.020000,59.650002,60.139999,60.139999,9224700
2022-06-13,57.730000,58.529999,55.369999,56.070000,56.070000,10050800
2022-06-14,56.549999,57.389999,55.900002,56.650002,56.650002,7494600
2022-06-15,57.139999,59.000000,56.369999,58.040001,58.040001,9288700
2022-06-16,56.220001,56.340000,52.000000,53.459999,53.459999,17643400
2022-06-17,53.779999,54.020000,50.889999,52.459999,52.459999,93180900
2022-06-21,53.230000,53.970001,51.860001,51.950001,51.950001,11186900
2022-06-22,50.910000,52.049999,49.799999,51.009998,51.009998,9494400
2022-06-23,51.060001,51.200001,49.820000,50.470001,50.470001,8182700
2022-06-24,51.619999,53.130001,51.060001,52.970001,52.970001,9146600
2022-06-27,53.930000,54.820000,52.549999,54.169998,54.169998,6440200
2022-06-28,54.250000,55.580002,52.480000,52.810001,52.810001,6714800
2022-06-29,52.150002,52.180000,50.240002,51.119999,51.119999,6450600
2022-06-30,50.150002,51.480000,49.349998,50.310001,50.310001,6871900
2022-07-01,49.290001,49.500000,46.560001,46.840000,46.840000,11224400
2022-07-05,45.209999,47.340000,44.759998,47.299999,47.299999,7770800
2022-07-06,47.369999,48.040001,45.970001,47.610001,47.610001,7668800
2022-07-07,49.419998,52.490002,49.349998,52.009998,52.009998,9846700
2022-07-08,51.200001,53.930000,51.020000,53.470001,53.470001,7080000
2022-07-11,52.970001,53.590000,52.380001,52.599998,52.599998,7490500
2022-07-12,52.669998,53.590000,52.299999,52.770000,52.770000,4474200
2022-07-13,51.500000,53.419998,50.810001,52.480000,52.480000,5664100
2022-07-14,52.240002,54.090000,51.189999,54.049999,54.049999,5358100
2022-07-15,54.310001,56.110001,53.580002,56.070000,56.070000,7055200
2022-07-18,57.189999,57.189999,54.549999,54.950001,54.950001,6459800
2022-07-19,55.889999,59.060001,55.799999,58.779999,58.779999,9855800
2022-07-20,58.619999,60.549999,57.750000,60.090000,60.090000,7305700
2022-07-21,60.000000,61.209999,59.290001,61.169998,61.169998,4519400
2022-07-22,61.279999,61.349998,58.790001,59.419998,59.419998,5484000
2022-07-25,59.169998,59.840000,58.450001,59.340000,59.340000,3483500
2022-07-26,58.849998,60.119999,58.080002,58.250000,58.250000,4666300
2022-07-27,60.000000,63.040001,59.720001,62.509998,62.509998,7814400
2022-07-28,62.869999,64.680000,61.840000,64.559998,64.559998,6430900
2022-07-29,63.360001,66.989998,63.250000,66.779999,66.779999,9698600
2022-08-01,64.260002,66.790001,62.639999,63.660000,63.660000,16129300
2022-08-02,64.449997,67.709999,63.040001,65.589996,65.589996,10420400
2022-08-03,65.900002,69.260002,65.540001,68.830002,68.830002,8866700
2022-08-04,68.349998,68.989998,67.610001,68.050003,68.050003,6202000
2022-08-05,66.820000,68.199997,65.800003,67.629997,67.629997,7299500
2022-08-08,66.959999,68.139999,66.379997,67.339996,67.339996,6283500
2022-08-09,65.339996,65.470001,61.720001,63.080002,63.080002,11019400
2022-08-10,64.940002,66.589996,63.720001,66.199997,66.199997,8889100
2022-08-11,66.879997,68.739998,65.900002,66.360001,66.360001,7466100
2022-08-12,67.000000,71.980003,66.449997,71.160004,71.160004,13408600
2022-08-15,70.019997,72.150002,69.940002,71.239998,71.239998,5713000
2022-08-16,71.000000,71.500000,69.760002,70.709999,70.709999,4728400
2022-08-17,69.180000,69.290001,66.760002,68.290001,68.290001,8593600
2022-08-18,69.169998,75.260002,68.510002,73.250000,73.250000,18696600
2022-08-19,71.839996,73.489998,71.349998,72.529999,72.529999,9334900
2022-08-22,70.330002,70.650002,68.529999,68.800003,68.800003,7528100
2022-08-23,69.129997,71.519997,69.129997,71.250000,71.250000,5542300
2022-08-24,70.910004,72.260002,70.430000,72.029999,72.029999,4300000
2022-08-25,72.239998,76.779999,72.120003,76.709999,76.709999,8534100
2022-08-26,76.430000,76.459999,71.550003,71.580002,71.580002,9243300
2022-08-29,70.730003,72.010002,69.260002,69.519997,69.519997,6966300
2022-08-30,70.610001,70.769997,67.389999,68.970001,68.970001,8233700
2022-08-31,69.089996,69.620003,67.430000,68.769997,68.769997,7077000
2022-09-01,66.709999,68.580002,65.470001,68.220001,68.220001,9855200
2022-09-02,69.629997,70.360001,66.849998,67.510002,67.510002,6661800
2022-09-06,67.750000,67.790001,65.029999,66.050003,66.050003,6896300
2022-09-07,66.099998,67.889999,65.639999,67.360001,67.360001,5836500
2022-09-08,66.660004,70.610001,66.389999,70.550003,70.550003,9769200
2022-09-09,71.589996,72.919998,71.019997,71.669998,71.669998,8264300
