Date,Open,High,Low,Close,Adj Close,Volume
2021-09-13,70.379997,70.379997,67.699997,68.230003,68.230003,333900
2021-09-14,69.010002,70.800003,68.970001,70.300003,70.300003,399800
2021-09-15,70.000000,70.580002,69.080002,70.010002,70.010002,476700
2021-09-16,69.680000,70.599998,65.589996,65.599998,65.599998,439400
2021-09-17,66.169998,67.669998,65.309998,66.489998,66.489998,868100
2021-09-20,64.949997,65.419998,62.240002,63.070000,63.070000,435900
2021-09-21,63.860001,63.860001,62.259998,62.439999,62.439999,567600
2021-09-22,63.310001,64.019997,62.740002,62.939999,62.939999,221900
2021-09-23,63.410000,64.279999,62.270000,63.000000,63.000000,271800
2021-09-24,62.529999,63.419998,61.509998,62.490002,62.490002,233800
2021-09-27,62.160000,64.430000,61.220001,63.959999,63.959999,178100
2021-09-28,63.009998,63.009998,61.340000,61.759998,61.759998,194400
2021-09-29,61.860001,62.349998,58.029999,58.529999,58.529999,461500
2021-09-30,59.299999,60.320000,58.250000,58.430000,58.430000,267900
2021-10-01,58.880001,61.810001,58.330002,61.439999,61.439999,345000
2021-10-04,60.919998,60.919998,57.700001,57.950001,57.950001,249400
2021-10-05,58.330002,59.270000,57.750000,58.930000,58.930000,165800
2021-10-06,58.040001,58.709999,56.980000,58.119999,58.119999,175300
2021-10-07,59.349998,60.910000,59.259998,59.680000,59.680000,280500
2021-10-08,59.650002,60.250000,58.060001,58.419998,58.419998,208900
2021-10-11,58.099998,59.230000,57.299999,57.419998,57.419998,220600
2021-10-12,57.990002,59.570000,57.959999,59.049999,59.049999,216200
2021-10-13,59.720001,61.669998,59.470001,61.630001,61.630001,244600
2021-10-14,62.509998,63.209999,61.810001,62.709999,62.709999,185200
2021-10-15,63.959999,64.190002,62.740002,62.900002,62.900002,201400
2021-10-18,62.189999,64.570000,62.060001,64.529999,64.529999,199400
2021-10-19,65.010002,66.930000,64.500000,66.709999,66.709999,218100
2021-10-20,67.129997,67.419998,65.739998,66.779999,66.779999,125000
2021-10-21,66.739998,68.769997,66.059998,68.050003,68.050003,143800
2021-10-22,68.500000,72.730003,68.370003,72.290001,72.290001,465900
2021-10-25,72.250000,75.680000,70.690002,75.519997,75.519997,411100
2021-10-26,75.919998,77.150002,74.279999,75.440002,75.440002,320300
2021-10-27,75.500000,77.290001,73.879997,76.800003,76.800003,517100
2021-10-28,77.169998,80.650002,77.169998,80.040001,80.040001,576900
2021-10-29,79.529999,82.820000,79.500000,82.129997,82.129997,770300
2021-11-01,82.160004,86.190002,81.959999,85.849998,85.849998,605900
2021-11-02,87.160004,94.470001,84.889999,93.570000,93.570000,817500
2021-11-03,92.099998,96.930000,89.070000,96.580002,96.580002,477600
2021-11-04,93.860001,95.360001,91.400002,95.309998,95.309998,719300
2021-11-05,96.000000,98.000000,94.160004,97.500000,97.500000,379800
2021-11-08,99.389999,101.860001,95.029999,95.269997,95.269997,494900
